horse_idx,layer_idx,sawyer-right_j0,sawyer-right_j1,sawyer-right_j2,sawyer-right_j3,sawyer-right_j4,sawyer-right_j5,sawyer-right_j6
1,0,1.1797678289165647,-0.7493564811632305,1.7522618793550875,-1.5339393103222154,2.785903506723261,-0.2619372301143778,-3.3868523645570954
1,1,1.1780343962029003,-0.7540455112497352,1.749958419772477,-1.5393723767028176,2.7674329388215893,-0.2693159286838168,-3.3731998999706088
1,2,1.1773982146150697,-0.7565352193580237,1.7461709818664286,-1.5434152042998328,2.75233012609049,-0.27510432190098133,-3.3600254300315853
1,3,1.177803048339589,-0.7572222106951646,1.7413069651564494,-1.546886080585828,2.74071039826849,-0.2794235030482557,-3.3485746961838085
1,4,1.1784863402582346,-0.7573012854640505,1.7360184512877277,-1.550379550172674,2.7307554690452123,-0.28375961751842393,-3.3380273046408946
1,5,1.1790621470742841,-0.7573711073690499,1.7307038614112744,-1.5541577305504801,2.721149891310744,-0.2886451830767114,-3.327803759145758
1,6,1.179509039669235,-0.7575907614517327,1.7254410007623118,-1.5581538349345854,2.7115968461967004,-0.2939093666098045,-3.3178186860180934
1,7,1.1798763871294844,-0.7578747026754078,1.7202047072417344,-1.5622556632696507,2.702252287109623,-0.299350672911621,-3.3081461198913886
1,8,1.1801908226332525,-0.7581299780311667,1.7149599046100448,-1.5664221657373674,2.693255680591288,-0.3049203746926369,-3.2988233074283806
1,9,1.180460396585286,-0.7583345559053583,1.709687050374199,-1.5706597320871343,2.6846239751982193,-0.31063852009076254,-3.289837231312591
1,10,1.1806838163767968,-0.7585012775480175,1.7043842795281068,-1.574977434306794,2.6763175967857475,-0.3165198782707075,-3.2811613436043534
1,11,1.1808562594122312,-0.7586422855388621,1.6990569654236427,-1.579372131523996,2.6683008983536074,-0.32256175508671797,-3.2727748538399664
1,12,1.1809742264917988,-0.758760520653065,1.693709235883756,-1.5838347925668324,2.660553834776425,-0.32875467115997603,-3.2646630767162392
1,13,1.1810366469250122,-0.7588543869188183,1.6883418574188522,-1.5883569538540974,2.6530636148508644,-0.3350902119284652,-3.256813410293558
1,14,1.1810434405146255,-0.7589217869733847,1.6829540577791464,-1.592931708138005,2.645818345073473,-0.3415622277770551,-3.249213580017043
1,15,1.180994325120371,-0.7589610961768481,1.677545296056753,-1.5975525638622368,2.6388057863601637,-0.34816539473982794,-3.241851634764581
1,16,1.1808886683442863,-0.7589711608264283,1.6721156686377223,-1.6022131073376327,2.6320143263092826,-0.35489428769178055,-3.2347166369315428
1,17,1.1807256655546103,-0.758950897367761,1.6666658504979053,-1.6069072422468693,2.625433370599979,-0.36174341451044584,-3.227798353819503
1,18,1.1805044894480141,-0.7588993315032859,1.661196766496439,-1.611629566831497,2.6190532666859583,-0.3687075616877067,-3.221086807275043
1,19,1.180224353806815,-0.7588156868031732,1.655709433263657,-1.6163756138740695,2.6128650944264447,-0.3757820271050929,-3.2145721465600032
1,20,1.179884486865376,-0.7586993834601194,1.6502049104608145,-1.6211417895479254,2.606860490524948,-0.3829626955557454,-3.208244678376179
1,21,1.1794841033115098,-0.7585498726105817,1.6446842541290394,-1.6259250548801687,2.6010314427807093,-0.39024597071837236,-3.202094827205023
1,22,1.1790224099224198,-0.7583667753822185,1.6391484371902754,-1.6307227699122713,2.595370393005128,-0.39762865861684354,-3.196113436111789
1,23,1.1784985908834558,-0.7581496435062532,1.6335984498691516,-1.6355325081955416,2.5898701478028245,-0.4051078715468262,-3.1902918470736155
1,24,1.1779117852831587,-0.7578981040495246,1.6280352515736898,-1.640351933285923,2.5845239808121634,-0.41268095527399723,-3.1846219650357552
1,25,1.1772610919133,-0.7576117483685529,1.622459844497349,-1.6451788017487172,2.579325556782934,-0.4203454480143059,-3.1790962747366516
1,26,1.1765455604293857,-0.7572902135710633,1.6168732462584445,-1.6500109242387315,2.574268956492992,-0.42809906311891144,-3.173707798066743
1,27,1.1757641965951962,-0.7569331734949531,1.6112765175350872,-1.6548462139810842,2.5693486376912333,-0.43593968095152946,-3.168450078220902
1,28,1.174915965173212,-0.7565402843641487,1.605670744905533,-1.6596826370578486,2.5645593769705783,-0.4438653424878514,-3.1633170978617877
1,29,1.173999789566713,-0.7561113618654339,1.6000570383785495,-1.664518290023792,2.5598963345264028,-0.45187423590944414,-3.158303270917654
1,30,1.1730145532139484,-0.7556461985527705,1.5944365745226161,-1.6693513949314498,2.555354928712069,-0.45996470766494,-3.153403429768731
1,31,1.1719591020719384,-0.7551446335279803,1.5888105232359282,-1.6741802161302413,2.5509308645015376,-0.46813524377756893,-3.148612730164453
1,32,1.170832257533298,-0.7546065983023753,1.5831800778396699,-1.679003133912674,2.546620123083933,-0.47638444615200753,-3.1439266434733333
1,33,1.1696328167173724,-0.7540320236257808,1.577546461462056,-1.6838186223328706,2.542418894857171,-0.48471103610466826,-3.1393409523962528
1,34,1.168359550828592,-0.7534209142407876,1.5719108941185034,-1.6886252140364375,2.5383236124822117,-0.49311384273221426,-3.1348516945483578
1,35,1.1670112066093015,-0.7527733682638518,1.5662746330462962,-1.6934215592668724,2.534330930327152,-0.5015917905046523,-3.1304551531052414
1,36,1.165586513888047,-0.7520894278326296,1.560638944231281,-1.6982063593504446,2.5304376457182625,-0.510143903022225,-3.1261478708140036
1,37,1.1640841909059279,-0.7513692246230729,1.555005065059553,-1.7029783343002414,2.526640774718967,-0.5187692767575582,-3.1219265697006366
1,38,1.1625029435478988,-0.7506129532284094,1.5493742739947325,-1.7077363153935547,2.5229375008604413,-0.5274670733531877,-3.117788155953724
1,39,1.1608414669373384,-0.7498207876134116,1.5437478466018673,-1.7124791682803788,2.519325130648609,-0.5362365278921746,-3.1137297428924295
1,40,1.1590984474827217,-0.748992979905244,1.5381270475703412,-1.7172057878866394,2.515801149397835,-0.545076930696613,-3.1097485821537987
1,41,1.1572725675299032,-0.7481297905907474,1.5325131591553902,-1.7219151325303106,2.512363161585118,-0.5539876221116727,-3.105842083698277
1,42,1.1553625046475802,-0.747231519693277,1.5269074567925198,-1.7266061851933685,2.509008906336704,-0.5629679876210121,-3.1020077933754417
1,43,1.1533669364938912,-0.7462984814207752,1.5213112150059416,-1.7312779621690018,2.5057362369094376,-0.5720174534223587,-3.0982433899123376
1,44,1.1512845327824,-0.7453310236649313,1.5157257044263464,-1.7359294631554416,2.5025431232722397,-0.5811354680548921,-3.0945466641908017
1,45,1.1491139180789838,-0.744329447124369,1.510152283839869,-1.7405595798986957,2.499427575281182,-0.590321360572844,-3.0909154013747537
1,46,1.1468538619755524,-0.7432941533713844,1.5045921312597423,-1.745167458965424,2.496387700026555,-0.5995746453623289,-3.087347487031436
1,47,1.1445031079303656,-0.7422255684877465,1.4990464614102432,-1.7497522998068238,2.4934217992694108,-0.6088949122566346,-3.0838409541691587
1,48,1.1420603624378303,-0.7411240216255613,1.4935164994791439,-1.7543132311259937,2.4905282250599896,-0.6182817522126317,-3.0803940500985774
1,49,1.1395243359378575,-0.7399900335963854,1.4880034955054464,-1.7588493703405312,2.487705524796973,-0.6277347144900335,-3.0770049969308904
1,50,1.1368937480195918,-0.7388240326134216,1.4825087397018635,-1.7633599065422523,2.4849522075575967,-0.6372533602958463,-3.073672147974646
1,51,1.1341673304036484,-0.7376265129794286,1.4770334535382212,-1.7678439577051202,2.48226688174261,-0.6468372718364002,-3.0703939317564646
1,52,1.1313438321959217,-0.7363980084068781,1.4715789001889668,-1.7723006989695373,2.479648264852474,-0.6564860159782422,-3.067168787695724
1,53,1.128422013338744,-0.7351389914677919,1.4661463145431641,-1.776729290272133,2.47709506733694,-0.6661991783972446,-3.0639952878454877
1,54,1.1254006613033836,-0.7338500790864761,1.460736947031961,-1.781128899283484,2.4746062027518634,-0.6759763056869446,-3.060871947719136
1,55,1.122278571102064,-0.7325317245477104,1.4553520325853588,-1.7854987022080835,2.4721804728715475,-0.6858169753109818,-3.0577974713804648
